source code,label
"  public String toString() {
    StringBuilder builder = new StringBuilder();
    builder.append(getClass().getSimpleName());
    builder.append("" [historyFileName="");
    builder.append(getHistoryFileName());
    builder.append("", historySize="");
    builder.append(getHistorySize());
    builder.append("", loggerConfig={"");
    builder.append(getLoggerConfig()).append(""}"");
    builder.append("", isANSISupported="");
    builder.append(isANSISupported());
    builder.append(""]"");
    return builder.toString();
  }",True
"  public String toString() {
    StringBuilder builder = new StringBuilder();
    builder.append(getClass().getSimpleName());
    builder.append("" [initFileName="");
    builder.append(getInitFileName() == null ? """" : getInitFileName());
    builder.append("", historyFileName="");
    builder.append(getHistoryFileName());
    builder.append("", historySize="");
    builder.append(getHistorySize());
    builder.append("", loggerConfig={"");
    builder.append(getLoggerConfig()).append(""}"");
    builder.append("", isANSISupported="");
    builder.append(isANSISupported());
    builder.append(""]"");
    return builder.toString();
  }",False
"  public String getInitFileName() {
    return initFileName;
  }",False
"  public void currentDirectorySelectedSecond() throws Exception {
    temporaryFolder_HomeDirectory.newFile(INIT_FILE_NAME);
    String fileName = temporaryFolder_CurrentDirectory.newFile(INIT_FILE_NAME)
        .getAbsolutePath();

    /*
     * String historyFileName, String defaultPrompt, int historySize, String
     * logDir, Level logLevel, Integer logLimit, Integer logCount, String
     * initFileName
     */
    GfshConfig gfshConfig = new GfshConfig(""historyFileName"", """", 0,
        temporaryFolder_CurrentDirectory.getRoot().getAbsolutePath(), null,
        null, null, null);

    String result = gfshConfig.getInitFileName();

    assertEquals(fileName, result);
  }",False
"  public void noMatches() throws Exception {
    /*
     * String historyFileName, String defaultPrompt, int historySize, String
     * logDir, Level logLevel, Integer logLimit, Integer logCount, String
     * initFileName
     */
    GfshConfig gfshConfig = new GfshConfig(""historyFileName"", """", 0,
        temporaryFolder_CurrentDirectory.getRoot().getAbsolutePath(), null,
        null, null, null);

    String result = gfshConfig.getInitFileName();

    assertNull(result);
  }",False
"  public void homeDirectorySelectedThird() throws Exception {
    String fileName = temporaryFolder_HomeDirectory.newFile(INIT_FILE_NAME)
        .getAbsolutePath();

    /*
     * String historyFileName, String defaultPrompt, int historySize, String
     * logDir, Level logLevel, Integer logLimit, Integer logCount, String
     * initFileName
     */
    GfshConfig gfshConfig = new GfshConfig(""historyFileName"", """", 0,
        temporaryFolder_CurrentDirectory.getRoot().getAbsolutePath(), null,
        null, null, null);

    String result = gfshConfig.getInitFileName();

    assertEquals(fileName, result);
  }",False
"  public static void tearDownAfterClass() throws Exception {
    if (saveUserDir == null) {
      System.clearProperty(""user.dir"");
    } else {
      System.setProperty(""user.dir"", saveUserDir);
    }
    if (saveUserHome == null) {
      System.clearProperty(""user.home"");
    } else {
      System.setProperty(""user.home"", saveUserHome);
    }
  }",False
"  public void setUp() throws Exception {
    String userDir = temporaryFolder_CurrentDirectory.getRoot()
        .getAbsolutePath();
    String userHome = temporaryFolder_HomeDirectory.getRoot().getAbsolutePath();

    System.setProperty(""user.dir"", userDir);
    System.setProperty(""user.home"", userHome);

    // Abort all tests if system properties cannot be overridden
    assertEquals(""user.dir"", System.getProperty(""user.dir""), userDir);
    assertEquals(""user.home"", System.getProperty(""user.home""), userHome);
  }",False
"  public static void setUpBeforeClass() throws Exception {
    saveUserDir = System.getProperty(""user.dir"");
    saveUserHome = System.getProperty(""user.home"");
  }",False
"  public void systemPropertySelectedFirst() throws Exception {
    temporaryFolder_HomeDirectory.newFile(INIT_FILE_NAME);
    temporaryFolder_CurrentDirectory.newFile(INIT_FILE_NAME);
    String fileName = temporaryFolder_AnotherDirectory.newFile(INIT_FILE_NAME)
        .getAbsolutePath();
    System.setProperty(INIT_FILE_PROPERTY, fileName);

    /*
     * String historyFileName, String defaultPrompt, int historySize, String
     * logDir, Level logLevel, Integer logLimit, Integer logCount, String
     * initFileName
     */
    GfshConfig gfshConfig = new GfshConfig(""historyFileName"", """", 0,
        temporaryFolder_CurrentDirectory.getRoot().getAbsolutePath(), null,
        null, null, null);

    String result = gfshConfig.getInitFileName();

    assertEquals(fileName, result);
  }",False
"  public void constructorArgumentUsed() throws Exception {
    temporaryFolder_HomeDirectory.newFile(INIT_FILE_NAME);
    temporaryFolder_CurrentDirectory.newFile(INIT_FILE_NAME);
    System.setProperty(INIT_FILE_PROPERTY, temporaryFolder_AnotherDirectory
        .newFile(INIT_FILE_NAME).getAbsolutePath());

    String argument = temporaryFolder_AnotherDirectory.newFile(""junit"")
        .getAbsolutePath();

    /*
     * String historyFileName, String defaultPrompt, int historySize, String
     * logDir, Level logLevel, Integer logLimit, Integer logCount, String
     * initFileName
     */
    GfshConfig gfshConfig = new GfshConfig(""historyFileName"", """", 0,
        temporaryFolder_CurrentDirectory.getRoot().getAbsolutePath(), null,
        null, null, argument);

    String result = gfshConfig.getInitFileName();

    assertEquals(argument, result);
  }",False
"  public void testInitFile_BadAndGoodCommands() throws Exception {
    File initFile = temporaryFolder_CurrentDirectory.newFile(INIT_FILE_NAME);
    FileUtils.writeStringToFile(initFile, ""fail"" + Gfsh.LINE_SEPARATOR, APPEND);
    FileUtils.writeStringToFile(initFile, ""echo --string=goodbye""
        + Gfsh.LINE_SEPARATOR, APPEND);

    /*
     * String historyFileName, String defaultPrompt, int historySize, String
     * logDir, Level logLevel, Integer logLimit, Integer logCount, String
     * initFileName
     */
    GfshConfig gfshConfig = new GfshConfig(this.gfshHistoryFileName, """", 0,
        temporaryFolder_CurrentDirectory.getRoot().getAbsolutePath(), null,
        null, null, initFile.getAbsolutePath());
    assertNotNull(INIT_FILE_NAME, gfshConfig.getInitFileName());

    /*
     * boolean launchShell, String[] args, GfshConfig gfshConfig
     */
    Gfsh gfsh = Gfsh.getInstance(false, new String[] {}, gfshConfig);

    int actualStatus = gfsh.getLastExecutionStatus();
    int expectedStatus = 0;
    assertNotEquals(""Status <0==failure"", expectedStatus, actualStatus);

    int expectedLogCount = BANNER_LINES + INIT_FILE_CITATION_LINES + 1;
    assertEquals(""Log records written"", expectedLogCount,
        this.junitLoggerHandler.getLog().size());
    for (LogRecord logRecord : this.junitLoggerHandler.getLog()) {
      assertNull(""No exceptions in log"", logRecord.getThrown());
    }
  }",False
"  public void testInitFile_TwoGoodCommands() throws Exception {
    File initFile = temporaryFolder_CurrentDirectory.newFile(INIT_FILE_NAME);
    FileUtils.writeStringToFile(initFile, ""echo --string=hello""
        + Gfsh.LINE_SEPARATOR, APPEND);
    FileUtils.writeStringToFile(initFile, ""echo --string=goodbye""
        + Gfsh.LINE_SEPARATOR, APPEND);

    /*
     * String historyFileName, String defaultPrompt, int historySize, String
     * logDir, Level logLevel, Integer logLimit, Integer logCount, String
     * initFileName
     */
    GfshConfig gfshConfig = new GfshConfig(this.gfshHistoryFileName, """", 0,
        temporaryFolder_CurrentDirectory.getRoot().getAbsolutePath(), null,
        null, null, initFile.getAbsolutePath());
    assertNotNull(INIT_FILE_NAME, gfshConfig.getInitFileName());

    /*
     * boolean launchShell, String[] args, GfshConfig gfshConfig
     */
    Gfsh gfsh = Gfsh.getInstance(false, new String[] {}, gfshConfig);

    int actualStatus = gfsh.getLastExecutionStatus();
    int expectedStatus = 0;
    assertEquals(""Status 0==success"", expectedStatus, actualStatus);

    int expectedLogCount = BANNER_LINES + INIT_FILE_CITATION_LINES + 1;
    assertEquals(""Log records written"", expectedLogCount,
        this.junitLoggerHandler.getLog().size());
    for (LogRecord logRecord : this.junitLoggerHandler.getLog()) {
      assertNull(""No exceptions in log"", logRecord.getThrown());
    }
  }",False
"  public void testInitFile_TwoBadCommands() throws Exception {
    File initFile = temporaryFolder_CurrentDirectory.newFile(INIT_FILE_NAME);
    FileUtils.writeStringToFile(initFile, ""fail"" + Gfsh.LINE_SEPARATOR, APPEND);
    FileUtils.writeStringToFile(initFile, ""fail"" + Gfsh.LINE_SEPARATOR, APPEND);

    /*
     * String historyFileName, String defaultPrompt, int historySize, String
     * logDir, Level logLevel, Integer logLimit, Integer logCount, String
     * initFileName
     */
    GfshConfig gfshConfig = new GfshConfig(this.gfshHistoryFileName, """", 0,
        temporaryFolder_CurrentDirectory.getRoot().getAbsolutePath(), null,
        null, null, initFile.getAbsolutePath());
    assertNotNull(INIT_FILE_NAME, gfshConfig.getInitFileName());

    /*
     * boolean launchShell, String[] args, GfshConfig gfshConfig
     */
    Gfsh gfsh = Gfsh.getInstance(false, new String[] {}, gfshConfig);

    int actualStatus = gfsh.getLastExecutionStatus();
    int expectedStatus = 0;
    assertNotEquals(""Status <0==failure"", expectedStatus, actualStatus);

    int expectedLogCount = BANNER_LINES + INIT_FILE_CITATION_LINES + 1;
    assertEquals(""Log records written"", expectedLogCount,
        this.junitLoggerHandler.getLog().size());
    for (LogRecord logRecord : this.junitLoggerHandler.getLog()) {
      assertNull(""No exceptions in log"", logRecord.getThrown());
    }
  }",False
"    public void close() throws SecurityException {
    }",False
"    public List<LogRecord> getLog() {
      return log;
    }",False
"  public void testInitFile_OneGoodCommand() throws Exception {
    File initFile = temporaryFolder_CurrentDirectory.newFile(INIT_FILE_NAME);
    FileUtils.writeStringToFile(initFile, ""echo --string=hello""
        + Gfsh.LINE_SEPARATOR, APPEND);

    /*
     * String historyFileName, String defaultPrompt, int historySize, String
     * logDir, Level logLevel, Integer logLimit, Integer logCount, String
     * initFileName
     */
    GfshConfig gfshConfig = new GfshConfig(this.gfshHistoryFileName, """", 0,
        temporaryFolder_CurrentDirectory.getRoot().getAbsolutePath(), null,
        null, null, initFile.getAbsolutePath());
    assertNotNull(INIT_FILE_NAME, gfshConfig.getInitFileName());

    /*
     * boolean launchShell, String[] args, GfshConfig gfshConfig
     */
    Gfsh gfsh = Gfsh.getInstance(false, new String[] {}, gfshConfig);

    int actualStatus = gfsh.getLastExecutionStatus();
    int expectedStatus = 0;
    assertEquals(""Status 0==success"", expectedStatus, actualStatus);

    int expectedLogCount = BANNER_LINES + INIT_FILE_CITATION_LINES + 1;
    assertEquals(""Log records written"", expectedLogCount,
        this.junitLoggerHandler.getLog().size());
    for (LogRecord logRecord : this.junitLoggerHandler.getLog()) {
      assertNull(""No exceptions in log"", logRecord.getThrown());
    }
  }",False
"  public void testInitFile_NotProvided() throws Exception {
    /*
     * String historyFileName, String defaultPrompt, int historySize, String
     * logDir, Level logLevel, Integer logLimit, Integer logCount, String
     * initFileName
     */
    GfshConfig gfshConfig = new GfshConfig(this.gfshHistoryFileName, """", 0,
        temporaryFolder_CurrentDirectory.getRoot().getAbsolutePath(), null,
        null, null, null);
    assertNull(INIT_FILE_NAME, gfshConfig.getInitFileName());

    /*
     * boolean launchShell, String[] args, GfshConfig gfshConfig
     */
    Gfsh gfsh = Gfsh.getInstance(false, new String[] {}, gfshConfig);

    int actualStatus = gfsh.getLastExecutionStatus();
    int expectedStatus = 0;
    assertEquals(""Status 0==success"", expectedStatus, actualStatus);

    int expectedLogCount = BANNER_LINES;
    assertEquals(""Log records written"", expectedLogCount,
        this.junitLoggerHandler.getLog().size());
    for (LogRecord logRecord : this.junitLoggerHandler.getLog()) {
      assertNull(""No exceptions in log"", logRecord.getThrown());
    }
  }",False
"    public void publish(LogRecord record) {
      log.add(record);
    }",False
"  public void testInitFile_Empty() throws Exception {
    File initFile = temporaryFolder_CurrentDirectory.newFile(INIT_FILE_NAME);

    /*
     * String historyFileName, String defaultPrompt, int historySize, String
     * logDir, Level logLevel, Integer logLimit, Integer logCount, String
     * initFileName
     */
    GfshConfig gfshConfig = new GfshConfig(this.gfshHistoryFileName, """", 0,
        temporaryFolder_CurrentDirectory.getRoot().getAbsolutePath(), null,
        null, null, initFile.getAbsolutePath());
    assertNotNull(INIT_FILE_NAME, gfshConfig.getInitFileName());

    /*
     * boolean launchShell, String[] args, GfshConfig gfshConfig
     */
    Gfsh gfsh = Gfsh.getInstance(false, new String[] {}, gfshConfig);

    int actualStatus = gfsh.getLastExecutionStatus();
    int expectedStatus = 0;
    assertEquals(""Status 0==success"", expectedStatus, actualStatus);

    int expectedLogCount = BANNER_LINES + INIT_FILE_CITATION_LINES + 1;
    assertEquals(""Log records written"", expectedLogCount,
        this.junitLoggerHandler.getLog().size());
    for (LogRecord logRecord : this.junitLoggerHandler.getLog()) {
      assertNull(""No exceptions in log"", logRecord.getThrown());
    }
  }",False
"  public void testInitFile_OneBadCommand() throws Exception {
    File initFile = temporaryFolder_CurrentDirectory.newFile(INIT_FILE_NAME);
    FileUtils.writeStringToFile(initFile, ""fail"" + Gfsh.LINE_SEPARATOR, APPEND);

    /*
     * String historyFileName, String defaultPrompt, int historySize, String
     * logDir, Level logLevel, Integer logLimit, Integer logCount, String
     * initFileName
     */
    GfshConfig gfshConfig = new GfshConfig(this.gfshHistoryFileName, """", 0,
        temporaryFolder_CurrentDirectory.getRoot().getAbsolutePath(), null,
        null, null, initFile.getAbsolutePath());
    assertNotNull(INIT_FILE_NAME, gfshConfig.getInitFileName());

    /*
     * boolean launchShell, String[] args, GfshConfig gfshConfig
     */
    Gfsh gfsh = Gfsh.getInstance(false, new String[] {}, gfshConfig);

    int actualStatus = gfsh.getLastExecutionStatus();
    int expectedStatus = 0;
    assertNotEquals(""Status <0==failure"", expectedStatus, actualStatus);

    int expectedLogCount = BANNER_LINES + INIT_FILE_CITATION_LINES + 1;
    assertEquals(""Log records written"", expectedLogCount,
        this.junitLoggerHandler.getLog().size());
    for (LogRecord logRecord : this.junitLoggerHandler.getLog()) {
      assertNull(""No exceptions in log"", logRecord.getThrown());
    }
  }",False
"  public void testInitFile_NotFound() throws Exception {
    // Construct the file name but not the file
    String initFileName = temporaryFolder_CurrentDirectory.getRoot()
        .getAbsolutePath() + File.separator + INIT_FILE_NAME;

    /*
     * String historyFileName, String defaultPrompt, int historySize, String
     * logDir, Level logLevel, Integer logLimit, Integer logCount, String
     * initFileName
     */
    GfshConfig gfshConfig = new GfshConfig(this.gfshHistoryFileName, """", 0,
        temporaryFolder_CurrentDirectory.getRoot().getAbsolutePath(), null,
        null, null, initFileName);
    assertNotNull(INIT_FILE_NAME, gfshConfig.getInitFileName());

    /*
     * boolean launchShell, String[] args, GfshConfig gfshConfig
     */
    Gfsh gfsh = Gfsh.getInstance(false, new String[] {}, gfshConfig);

    int actualStatus = gfsh.getLastExecutionStatus();
    int expectedStatus = 0;
    assertNotEquals(""Status <0==failure"", expectedStatus, actualStatus);

    int expectedLogCount = BANNER_LINES + INIT_FILE_CITATION_LINES + 1;
    assertEquals(""Log records written"", expectedLogCount,
        this.junitLoggerHandler.getLog().size());
    Throwable exception = null;
    for (LogRecord logRecord : this.junitLoggerHandler.getLog()) {
      if (logRecord.getThrown() != null) {
        exception = logRecord.getThrown();
        break;
      }
    }
    assertNotNull(""Exceptions in log"", exception);
  }",False
"  public void setUp() throws Exception {
    // Fake running from home directory
    String userDir = temporaryFolder_CurrentDirectory.getRoot()
        .getAbsolutePath();
    String userHome = userDir;

    System.setProperty(""user.dir"", userDir);
    System.setProperty(""user.home"", userHome);

    // Abort all tests if system properties cannot be overridden
    assertEquals(""user.dir"", System.getProperty(""user.dir""), userDir);
    assertEquals(""user.home"", System.getProperty(""user.home""), userHome);
  }",False
"  public static void setUpBeforeClass() throws Exception {
    saveLog4j2Config = System
        .getProperty(ConfigurationFactory.CONFIGURATION_FILE_PROPERTY);
    saveUserDir = System.getProperty(""user.dir"");
    saveUserHome = System.getProperty(""user.home"");

    julLogger = java.util.logging.Logger.getLogger("""");
    saveHandlers = julLogger.getHandlers();
    for (Handler handler : saveHandlers) {
      julLogger.removeHandler(handler);
    }

    File log4j2XML = temporaryFolder_Config.newFile(""log4j2.xml"");
    FileUtils.writeStringToFile(log4j2XML, ""<Configuration/>"", APPEND);
    System.setProperty(ConfigurationFactory.CONFIGURATION_FILE_PROPERTY,
        log4j2XML.toURI().toString());
  }",False
"  public void setUp2() throws Exception {

    // Null out static instance so can reinitialise
    Field gfsh_instance = Gfsh.class.getDeclaredField(""instance"");
    gfsh_instance.setAccessible(true);
    gfsh_instance.set(null, null);

    this.junitLoggerHandler = new JUnitLoggerHandler();

    this.gfshFileLogger = LogWrapper.getInstance();
    Field logWrapper_INSTANCE = LogWrapper.class.getDeclaredField(""INSTANCE"");
    logWrapper_INSTANCE.setAccessible(true);
    logWrapper_INSTANCE.set(null, this.gfshFileLogger);

    Field logWrapper_logger = LogWrapper.class.getDeclaredField(""logger"");
    logWrapper_logger.setAccessible(true);
    julLogger.addHandler(this.junitLoggerHandler);
    logWrapper_logger.set(this.gfshFileLogger, julLogger);

    Gfsh.gfshout = new PrintStream(sysout);
    this.gfshHistoryFileName = temporaryFolder_CurrentDirectory.newFile(
        ""historyFile"").getAbsolutePath();
  }",False
"  public static void tearDownAfterClass() throws Exception {
    for (Handler handler : saveHandlers) {
      julLogger.addHandler(handler);
    }

    if (saveLog4j2Config == null) {
      System.clearProperty(ConfigurationFactory.CONFIGURATION_FILE_PROPERTY);
    } else {
      System.setProperty(ConfigurationFactory.CONFIGURATION_FILE_PROPERTY,
          saveLog4j2Config);
      ((LoggerContext) LogManager.getContext(false)).reconfigure();
    }

    if (saveUserDir == null) {
      System.clearProperty(""user.dir"");
    } else {
      System.setProperty(""user.dir"", saveUserDir);
    }
    if (saveUserHome == null) {
      System.clearProperty(""user.home"");
    } else {
      System.setProperty(""user.home"", saveUserHome);
    }
  }",False
"  public void tearDown() throws Exception {
    julLogger.removeHandler(this.junitLoggerHandler);
  }",False
"    public void flush() {
    }",False
"    public JUnitLoggerHandler() {
      log = new ArrayList<>();
    }",False
"  private PoolFactory add(String host, int port, List l) {
    if (port == 0) {
      throw new IllegalArgumentException(""port must be greater than 0 but was "" + port);
      // the rest of the port validation is done by InetSocketAddress
    }
    try {
      InetAddress hostAddr = InetAddress.getByName(host);
      InetSocketAddress sockAddr = new InetSocketAddress(hostAddr, port);
      l.add(sockAddr);
    } catch (UnknownHostException cause) {
//      IllegalArgumentException ex = new IllegalArgumentException(""Unknown host "" + host);
//      ex.initCause(cause);
//      throw ex;
      // Fix for #45348
      GemFireCacheImpl cache =GemFireCacheImpl.getInstance();
      logger.fatal(LocalizedMessage.create(LocalizedStrings.PoolFactoryImpl_HOSTNAME_UNKNOWN, host));
      InetSocketAddress sockAddr = new InetSocketAddress(host, port);
      l.add(sockAddr);
    }
    return this;
  }",True
"  private PoolFactory add(String host, int port, List l) {
    if (port == 0) {
      throw new IllegalArgumentException(""port must be greater than 0 but was "" + port);
      // the rest of the port validation is done by InetSocketAddress
    }
    try {
      InetAddress hostAddr = InetAddress.getByName(host);
      InetSocketAddress sockAddr = new InetSocketAddress(hostAddr, port);
      l.add(sockAddr);
    } catch (UnknownHostException cause) {
//      IllegalArgumentException ex = new IllegalArgumentException(""Unknown host "" + host);
//      ex.initCause(cause);
//      throw ex;
      // Fix for #45348
      logger.warn(LocalizedMessage.create(LocalizedStrings.PoolFactoryImpl_HOSTNAME_UNKNOWN, host));
      InetSocketAddress sockAddr = new InetSocketAddress(host, port);
      l.add(sockAddr);
    }
    return this;
  }",False
"  public DistTXAdjunctCommitMessage(TXId txIdent, DM dm, TXState txState) {
    super(txIdent, dm, txState);
  }",False
"  public void basicProcessOps() {
    Collections.sort(this.farSideEntryOps);
    Iterator it = this.farSideEntryOps.iterator();
    while (it.hasNext()) {
      try {
        RegionCommit.FarSideEntryOp entryOp = (RegionCommit.FarSideEntryOp) it
            .next();
        entryOp.processAdjunctOnly();
      } catch (CacheRuntimeException problem) {
        processCacheRuntimeException(problem);
      } catch (Exception e) {
        addProcessingException(e);
      }
    }
  }  ",False
"  protected boolean operateOnTx(TXId txId, DistributionManager dm)
      throws RemoteOperationException {
    if (logger.isDebugEnabled()) {
      logger.debug(""DistTXCommitMessage.operateOnTx: Tx {}"", txId);
    }

    GemFireCacheImpl cache = GemFireCacheImpl.getInstance();
    TXManagerImpl txMgr = cache.getTXMgr();
    final TXStateProxy txStateProxy = txMgr.getTXState();
    boolean commitSuccessful = false;
    TXCommitMessage cmsg = null;
    try {
      // do the actual commit, only if it was not done before
      if (txMgr.isHostedTxRecentlyCompleted(txId)) {
        if (logger.isDebugEnabled()) {
          logger
              .debug(
                  ""DistTXCommitMessage.operateOnTx: found a previously committed transaction:{}"",
                  txId);
        }
        cmsg = txMgr.getRecentlyCompletedMessage(txId);
        if (txMgr.isExceptionToken(cmsg)) {
          throw txMgr.getExceptionForToken(cmsg, txId);
        }
        commitSuccessful = true;
      } else {
        // [DISTTX] TODO - Handle scenarios of no txState
        // if no TXState was created (e.g. due to only getEntry/size operations
        // that don't start remote TX) then ignore
        if (txStateProxy != null) {
          /*
           * [DISTTX] TODO See how other exceptions are caught and send on wire,
           * than throwing?
           * 
           * This can be spared since it will be programming bug
           */
          if (!txStateProxy.isDistTx()
              || txStateProxy.isCreatedOnDistTxCoordinator()) {
            throw new UnsupportedOperationInTransactionException(
                LocalizedStrings.DISTTX_TX_EXPECTED.toLocalizedString(
                    ""DistTXStateProxyImplOnDatanode"", txStateProxy.getClass()
                        .getSimpleName()));
          }
          if (logger.isDebugEnabled()) {
            logger.debug(""DistTXCommitMessage.operateOnTx Commiting {} ""
                + "" incoming entryEventList:{} coming from {} "", txId,
                DistTXStateProxyImplOnCoordinator
                    .printEntryEventList(this.entryStateList), this.getSender()
                    .getId());
          }
          
          // Set Member's ID to all entry states
          String memberID = this.getSender().getId();
          for (ArrayList<DistTxThinEntryState> esList : this.entryStateList) {
            for (DistTxThinEntryState es : esList) {
              es.setMemberID(memberID);
            }
          }
          
          ((DistTXStateProxyImplOnDatanode) txStateProxy)
              .populateDistTxEntryStates(this.entryStateList);
          txStateProxy.setCommitOnBehalfOfRemoteStub(true);
          txMgr.commit();
          commitSuccessful = true;
          cmsg = txStateProxy.getCommitMessage();
        }
      }
    } finally {
      if (commitSuccessful) {
        txMgr.removeHostedTXState(txId);
      }
    }
    DistTXCommitReplyMessage.send(getSender(), getProcessorId(), cmsg,
        getReplySender(dm));

    /*
     * return false so there isn't another reply
     */
    return false;
  }",True
